metro,metro2,country,rank_300,gmm14_2005_pop,gmm14_2015_pop,tot_emp2005,tot_emp2015,gmm14_2005_nomgdp,gmm14_2015_nomgdp,gmm14_2000_realgdp,gmm14_2005_realgdp,gmm14_2015_realgdp,gdp_pc_real2000,gdp_pc_real2005,gdp_pc_real2015,productivity2005,productivity2015,share_population_laborforce15,share_population_laborforce05,compound_growth_realgdp15,compound_growth_real_gdp_pc15,compound_growth_emp15,compound_growth_pop15,compound_growth_producti_15,comp_growth_realgdp00_07,comp_growth_real_gdp_pc00_07,comp_growth_emp00_07,comp_growth_realgdp08_10,comp_growth_real_gdp_pc08_10,comp_growth_emp08_10,comp_growth_realgdp10_15,comp_growth_real_gdp_pc10_15,comp_growth_emp10_15,share_rgva2005business,share_rgva2005commodities,share_rgva2005construction,share_rgva2005local,share_rgva2005manufacturing,share_rgva2005trade,share_rgva2005transportation,share_rgva2005utilities,share_rgva2000business,share_rgva2000commodities,share_rgva2000construction,share_rgva2000local,share_rgva2000manufacturing,share_rgva2000trade,share_rgva2000transportation,share_rgva2000utilities,share_rgva2015business,share_rgva2015commodities,share_rgva2015construction,share_rgva2015local,share_rgva2015manufacturing,share_rgva2015trade,share_rgva2015transportation,share_rgva2015utilities,sector_prod2005business,sector_prod2005commodities,sector_prod2005construction,sector_prod2005local,sector_prod2005manufacturing,sector_prod2005trade,sector_prod2005transportation,sector_prod2005utilities,sec_gr_prod_0015business,sec_gr_prod_0015commodities,sec_gr_prod_0015construction,sec_gr_prod_0015local,sec_gr_prod_0015manufacturing,sec_gr_prod_0015trade,sec_gr_prod_0015transportation,sec_gr_prod_0015utilities,rgva_growth0007business,rgva_growth0007commodities,rgva_growth0007construction,rgva_growth0007local,rgva_growth0007manufacturing,rgva_growth0007trade,rgva_growth0007transportation,rgva_growth0007utilities,rgva_growth0810business,rgva_growth0810commodities,rgva_growth0810construction,rgva_growth0810local,rgva_growth0810manufacturing,rgva_growth0810trade,rgva_growth0810transportation,rgva_growth0810utilities,rgva_growth1015business,rgva_growth1015commodities,rgva_growth1015construction,rgva_growth1015local,rgva_growth1015manufacturing,rgva_growth1015trade,rgva_growth1015transportation,rgva_growth1015utilities,sec_gr_emp_0015business,sec_gr_emp_0015commodities,sec_gr_emp_0015construction,sec_gr_emp_0015local,sec_gr_emp_0015manufacturing,sec_gr_emp_0015trade,sec_gr_emp_0015transportation,sec_gr_emp_0015utilities,sec_gr_gdp_0015business,sec_gr_gdp_0015commodities,sec_gr_gdp_0015construction,sec_gr_gdp_0015local,sec_gr_gdp_0015manufacturing,sec_gr_gdp_0015trade,sec_gr_gdp_0015transportation,sec_gr_gdp_0015utilities,share_emp2000business,share_emp2000commodities,share_emp2000construction,share_emp2000local,share_emp2000manufacturing,share_emp2000trade,share_emp2000transportation,share_emp2000utilities,share_emp2015business,share_emp2015commodities,share_emp2015construction,share_emp2015local,share_emp2015manufacturing,share_emp2015trade,share_emp2015transportation,share_emp2015utilities,sector_prod2015business,sector_prod2015commodities,sector_prod2015construction,sector_prod2015local,sector_prod2015manufacturing,sector_prod2015trade,sector_prod2015transportation,sector_prod2015utilities,share_tradable2000,share_tradable2015,growth_tradable0015,gmm14_2009_pop,gmm14_2011_pop,tot_emp2009,fdi_stockvalue15,fdi_stockjobs15,fdi_stockvalue09,fdi_stockjobs09,fdi_stockvalue11,fdi_stockjobs11,fdipc09,fdipc15,fdipc11,fdipc_gr11_15,stock_gr_11_15,mean_citation_score09,share_top10publications_1013,mean_citation_score13,patent07,patent12,patentspc07,patentspc12,share_national_patents07,share_national_patents12,stockvc06,stockvc10,stockvc15,vcpc06,vcpc10,vcpc15,vcpc_gr,stock_vc_gr10_15,pass04,pass15,passengerspc04,passengerspc15,down08,down15,sharepop_tertiaryeducation,share_foreignborn_15,label_cluster
Osaka-Kobe,Osaka,Japan,7,18656.8,18639.6,8850.7,8894.7,549360,680997.4,719400.7,738057.6,769440.4,38798.65,39559.71,41279.88,83.38975,86.50549,0.4771937,0.4743954,0.0044931,0.0041412,-0.0013854,0.0003504,0.0058866,0.0082684,0.0072194,-0.0016012,-0.0087173,-0.0090196,-0.0142904,0.0058512,0.0064474,0.0039521,0.2330432,0.0031316,0.0533945,0.1700976,0.1862513,0.2364301,0.0960394,0.0216124,0.2290639,0.0038363,0.0684423,0.1701969,0.1814611,0.2357194,0.0907123,0.0205678,0.2436958,0.0037263,0.0485128,0.1710633,0.2047547,0.2047358,0.1058775,0.0176337,208.9202,12.93673,54.56357,54.36645,85.05156,70.48659,104.9292,301.4329,-0.005185,0.0152673,0.0007693,0.0001883,0.0315141,-0.0059055,0.0068061,-0.0273406,0.0074763,-0.0068266,-0.0124176,0.0034694,0.0117997,-0.0016416,0.0150707,0.0124778,-0.0111884,-0.0368666,-0.0747405,0.0053566,-0.0160844,-0.0170768,-0.0444621,-0.0892548,0.0126794,0.0283438,0.0239588,0.0051939,0.0023087,0.0015632,0.0211928,-0.0420586,0.0139714,-0.0124659,-0.0189825,0.0047095,-0.0182593,0.0010771,0.0081039,0.0222524,0.008714,0.002611,-0.0182278,0.0048987,0.0126794,-0.0048348,0.0149652,-0.0056966,0.0871432,0.0204149,0.0886298,0.2427876,0.2028938,0.2800388,0.0721239,0.0059681,0.1095596,0.0172687,0.0678831,0.2659898,0.1571273,0.2905775,0.0831169,0.008477,189.8225,18.41471,60.98808,54.88351,111.2071,60.12872,108.7088,177.5226,0.5050736,0.5580543,0.0066723,18697.6,18705.7,8832.5,3248.8457,14778,517.38953,2861,1126.6779,4819,27.67144,174.298,60.2318,1.893788,1.883562,5.514667,0.0894351,6.362383,21612.939,31273.67,1.157164,1.672237,0.2035368,0.1865113,,0,26.838663,,0,0.0014399,,,38443688,53314064,2062.352,2857.116,16.50773,61.44961,38.4,1.6,5
Paris,Paris,France,6,11896.3,12524.4,6223.8,6533.2,614520.5,818522.1,730911.1,787082.1,891214.5,63775.43,66161.93,71158.26,126.4633,136.4132,0.5216377,0.5231711,0.0133073,0.0073293,0.0034614,0.0059345,0.0098119,0.0204066,0.0132233,0.0045749,0.0051742,-0.0001298,-0.0056787,0.0086268,0.0039514,0.004984,0.3955286,0.0017132,0.0502291,0.2604942,0.0789225,0.1414607,0.0500303,0.0216214,0.3787815,0.0020256,0.0534802,0.2695398,0.0812921,0.145119,0.0503248,0.0194371,0.4408118,0.0015574,0.0349079,0.2494964,0.0685606,0.1343045,0.0518409,0.0185204,188.3694,45.59328,117.1511,78.67863,122.5554,87.71077,98.92709,249.1276,0.0162929,0.0282982,-0.0242849,0.0032019,0.0268648,0.0034668,0.0149818,0.0041317,0.0132288,0.0005942,0.0028702,0.0042803,0.0026454,0.007217,0.0110704,0.0157429,0.0197582,-0.0174082,-0.0378008,0.0082182,0.0184541,-0.0382575,0.0113742,-0.0505986,0.019401,-0.005561,-0.0360084,0.0064252,0.0018562,0.0156755,0.0118861,0.0199808,0.007495,-0.0314049,0.0097098,0.0051833,-0.0240536,0.0049063,0.0006264,0.0061934,0.0239101,-0.0039954,-0.0148109,0.0084018,0.0021651,0.0083901,0.0156175,0.0103508,0.235717,0.0052554,0.0477495,0.3808518,0.0847788,0.1777631,0.0580829,0.0098014,0.2503367,0.0030919,0.0524092,0.3907733,0.0558685,0.1816414,0.0556695,0.0102094,220.3405,63.0297,83.3455,79.89232,153.5584,92.52119,116.5254,226.9955,0.512424,0.5627707,0.0062676,12173.3,12294.2,6375.3,20147.566,51328,2860.2305,7200,9562.0439,23604,234.9593,1608.665,777.7687,1.068308,1.107036,7.311584,0.156345,9.022264,11108.115,14074.872,0.9224707,1.140155,0.363489,0.3699938,662.12415,3949.8394,5298.6016,0.0552848,0.3227837,0.4230623,0.3106682,0.3414727,77741440,101800000,6586.471,8167.884,9.7958,59.05003,44,24.1,5
Perth,Perth,Australia,99,1544.4,2080.1,795,1062.9,63258.6,139281.5,62822.1,84492.1,142730.8,43747.98,54708.69,68617.27,106.2794,134.2843,0.510985,0.514763,0.0562345,0.0304613,0.028886,0.0250113,0.0265807,0.0661472,0.0473423,0.0319908,0.0367115,0.0069585,0.0164546,0.0515927,0.0195244,0.0241182,0.15959,0.2727856,0.1025781,0.1853658,0.0863208,0.1084668,0.0632847,0.0216082,0.1639897,0.2800967,0.0699851,0.2018282,0.086552,0.1045423,0.0654766,0.0275295,0.1395546,0.3431248,0.1445762,0.1501027,0.06896,0.0885441,0.0453363,0.0198013,95.02222,478.983,100.2811,49.24679,87.21648,46.73496,121.1164,179.6782,0.02063,0.0094925,0.0618139,0.008554,0.0507832,0.0314222,0.0077831,0.0151126,0.0280428,0.0316598,0.0791679,0.0231993,0.0290051,0.0345301,0.0252057,0.0164352,0.0599794,0.0756781,-0.0115298,0.0365525,0.027362,0.0163745,0.0005874,0.0101009,0.0269861,0.093961,0.0790785,0.030051,0.0149738,0.0386607,0.0211108,0.0555161,0.0293832,0.0663262,0.0497227,0.0323925,-0.0045369,0.0182902,0.02827,0.02344,0.0506193,0.0764483,0.1146101,0.0412236,0.0460159,0.0502872,0.0362731,0.0389068,0.1473897,0.0383617,0.0856648,0.3314104,0.1049899,0.2321892,0.0488895,0.0111047,0.1484618,0.0655753,0.1157211,0.3487628,0.0639759,0.1987958,0.0484523,0.010255,114.3853,636.726,152.0285,52.372,131.1662,54.19924,113.8602,234.9633,0.596115,0.5969757,0.0000962,1736.1,1836,918.9,6200.8882,12767,1356.276,1182,2870.4521,4501,781.22,2981.053,1563.427,0.9067424,1.160248,4.985269,0.1232451,6.186118,894.42798,903.8158,0.5499096,0.474743,0.0898517,0.0979512,0,12.818604,45.362347,0,0.0071946,0.0218078,2.031134,2.53879,8602579,17835108,5661.081,8857.324,4.009697,11.43873,29.7,40.8,7
Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",USA,26,5829.139,6069.875,2817.22,2867.51,278446.2,363643.7,281892.6,306873.2,328911.6,49524.62,52644.68,54187.54,108.9277,114.7029,0.4724166,0.4832995,0.0103373,0.0060168,0.0017878,0.0042947,0.0085342,0.0156931,0.010936,0.0030429,-0.0019743,-0.0073845,-0.0195174,0.0107164,0.0074182,0.0093768,0.3861159,0.0038632,0.0452395,0.2678396,0.1100082,0.1448496,0.0230688,0.0190153,0.3569204,0.0038302,0.0510341,0.2678167,0.1379434,0.1359034,0.0231889,0.0233629,0.4409877,0.0047118,0.0308139,0.2690333,0.0840562,0.1340158,0.0203358,0.0160456,224.8489,70.14143,110.7593,67.97146,146.6923,72.09211,88.48162,473.2133,0.0225965,0.0177831,-0.017796,0.0014382,0.0084364,0.0071186,-0.0047822,-0.0035098,0.0147382,-0.0047643,-0.0119265,0.0059913,-0.0071424,0.0098434,0.0046448,-0.0132242,0.0182907,0.1123156,-0.0762364,0.000273,-0.053152,-0.019949,0.0024032,0.034219,0.0200908,0.0488227,0.0098267,0.0088275,-0.0201566,0.01116,-0.0096275,-0.0123521,0.0015869,0.0060312,-0.0058316,0.0087332,-0.0311006,0.0018061,0.0058886,-0.0116331,0.0242193,0.0239215,-0.0235238,0.010184,-0.0229266,0.0089375,0.0010782,-0.0151021,0.1857255,0.006831,0.0421356,0.4101228,0.1043558,0.2172476,0.0287531,0.0048286,0.1851676,0.0072781,0.0375762,0.4549069,0.06325,0.217307,0.0305701,0.0039442,273.1718,74.2573,94.06078,67.8356,152.4346,70.73857,76.30264,466.6295,0.5218829,0.5500915,0.0035156,5941.539,5997.102,2750.07,2528.9102,6902,754.0412,1479,1801.0065,4036,126.9101,416.633,300.3128,0.3873301,0.4041649,8.96916,0.1677984,9.843529,7786.0132,6863.3584,1.323673,1.139837,0.0328277,0.0274611,1166.4644,4828.3301,6320.4155,0.1991871,0.8085647,1.041276,0.2878081,0.3090272,42826696,45106992,7378.144,7451.119,7.875257,39.0898,36.32897,9.91,2
Phoenix,"Phoenix-Mesa-Scottsdale, AZ",USA,54,3774.696,4574.531,1815.8,1939.46,162365.1,214809,140450,177406.5,195949.7,42905.43,46998.88,42834.92,97.70155,101.0331,0.4239691,0.4810454,0.0224487,-0.0001096,0.0127272,0.0225608,0.0095993,0.046789,0.016583,0.0278256,-0.0390654,-0.0511026,-0.0485102,0.0242539,0.0074413,0.0247228,0.3314505,0.0088015,0.0926778,0.2506356,0.0830524,0.1840036,0.0312752,0.0181034,0.3080115,0.0100528,0.0876095,0.2537816,0.1011055,0.1800449,0.0313485,0.0280459,0.3527346,0.0100432,0.0472863,0.2786153,0.0931284,0.1741563,0.0282681,0.0157678,200.652,121.4715,100.0663,63.21629,107.5847,72.73168,101.5475,396.601,0.014636,0.0238998,-0.0048978,0.0060134,0.0363604,0.0052742,0.0012624,-0.0220883,0.0235004,0.0196835,0.0203383,0.0203838,0.016429,0.0223491,0.0195012,-0.0023924,-0.0304121,-0.041273,-0.210257,-0.0121091,-0.0377496,-0.0443147,-0.0142022,-0.0143428,0.0337127,0.0498756,0.0174244,0.0219005,0.0240349,0.0221918,0.0008003,-0.0391633,0.0160697,-0.002246,-0.0146596,0.0218981,-0.0195668,0.0140538,0.0133647,0.0053923,0.0309409,0.0216002,-0.0194857,0.0280432,0.0160822,0.0194022,0.014644,-0.0168151,0.1648601,0.0086454,0.0768233,0.3676925,0.1004033,0.2458035,0.0311719,0.0046001,0.1732132,0.0069143,0.0509214,0.4209316,0.0617491,0.250678,0.0314675,0.0041249,205.7457,146.7539,93.82066,66.87397,152.3753,70.19182,90.76061,386.2125,0.4505183,0.4841743,0.0048146,4153.609,4250.001,1749.89,2688.2139,8771,792.72064,1493,1703.2083,4603,190.8511,587.648,400.7548,0.4663531,0.5783237,6.613608,0.1350182,7.852009,2665.6846,2429.207,0.6634145,0.5613018,0.0112391,0.0097196,353.51352,1578.7227,2113.9265,0.0903154,0.3748855,0.4621078,0.2326639,0.3390107,63944536,66025480,17580.07,14716.34,8.93603,34.84627,33.32612,14.41,6
Pittsburgh,"Pittsburgh, PA",USA,96,2374.483,2353.045,1150.04,1177.43,101538.6,141339.1,105435.7,112070.5,127985.5,43419.5,47197.87,54391.45,97.44925,108.6991,0.5003857,0.4843328,0.0130049,0.0151333,0.0005699,-0.0020966,0.0124279,0.0112538,0.0154507,-0.0006118,0.0089667,0.0090568,-0.0102565,0.0183097,0.0185983,0.0063091,0.3370328,0.0142873,0.0510128,0.2802404,0.1116919,0.1496286,0.0319562,0.0241499,0.2924753,0.0160514,0.0632945,0.2829939,0.1267318,0.1415216,0.0391503,0.0377812,0.3891371,0.0435577,0.0390813,0.2625832,0.090978,0.129764,0.023023,0.0218757,209.7403,118.9836,107.3851,64.42376,124.2245,62.113,90.41248,449.3422,0.0191348,0.0647721,-0.0152851,0.0037597,0.0167525,0.0074957,-0.0137506,0.007047,0.0176982,-0.0043576,-0.0155553,0.0036065,-0.0051021,0.0075433,-0.0175025,-0.0245173,0.0323664,0.1936141,-0.0440048,0.0071153,-0.0484255,-0.0117763,-0.0048683,0.0130181,0.023114,0.1922588,0.0152489,0.0058976,0.0098677,0.0087426,-0.0075702,0.0003261,0.0126927,0.0164561,-0.0042016,0.0037941,-0.0258408,-0.0007197,-0.0089777,-0.0304481,0.0320704,0.0822941,-0.0194224,0.0075681,-0.0095213,0.0067706,-0.0226048,-0.0236157,0.1492963,0.0128147,0.0495456,0.4000993,0.1110921,0.2304846,0.0386582,0.0080092,0.1788556,0.0162303,0.0461174,0.4198806,0.0743738,0.2260686,0.0334797,0.0049939,236.497,291.719,92.11491,67.97775,132.9664,62.39353,74.74911,476.1514,0.4744088,0.5466958,0.0094997,2355.432,2360.162,1136.56,494.19904,1583,61.866318,283,244.20518,802,26.26538,210.0253,103.4697,1.029825,1.023704,8.782797,0.1604946,9.694348,2040.4553,1978.0192,0.8649977,0.8374996,0.008603,0.0079143,206.60962,1400.4771,1950.4904,0.0873969,0.5943338,0.8289219,0.3947075,0.3927328,20144020,15476989,8431.611,6563.341,7.843372,28.59046,38.23161,3.49,6
Portland,"Portland-Vancouver-Hillsboro, OR-WA",USA,82,2067.325,2389.228,1022.78,1141.93,96466.46,159218.7,84490.25,100158.6,150751.6,43668.91,48448.43,63096.36,97.92785,132.0147,0.4779494,0.494736,0.0393545,0.0248386,0.008078,0.0141641,0.0310259,0.0445573,0.0297719,0.0087295,0.0365619,0.0224111,-0.0299243,0.026531,0.0127785,0.024576,0.3138995,0.0108152,0.0539896,0.2420401,0.173181,0.1629862,0.0325342,0.0105543,0.3211309,0.0113171,0.0709108,0.256003,0.1279601,0.1634495,0.0341124,0.0151163,0.281644,0.0078697,0.0309123,0.1940453,0.3401715,0.1149385,0.0205124,0.0099064,194.1554,44.23198,93.46024,65.50684,143.2395,70.43098,96.0425,448.9167,0.0134649,0.0148146,-0.0225668,0.0010913,0.1166817,0.0020839,0.0031418,0.0145644,0.0140968,0.0031329,-0.0081691,0.0070297,0.0544048,0.0112874,0.0057597,-0.0127033,-0.011387,-0.0118979,-0.1141851,-0.0049798,0.1780924,-0.0360725,-0.0234149,0.0024137,0.0341872,0.0496326,0.0268174,0.02184,0.0252532,0.0202409,-0.0004128,0.0521862,0.0122584,-0.0046092,0.0017817,0.0148513,-0.0108145,0.0087888,-0.0027361,-0.0082916,0.0258884,0.0101372,-0.0208253,0.0159588,0.1046053,0.0108911,0.0003971,0.006152,0.1619587,0.0231694,0.0536701,0.3490826,0.1417435,0.2321092,0.0358261,0.0024404,0.172331,0.0191605,0.0488559,0.3859693,0.1067228,0.2345765,0.0304747,0.001909,215.7542,54.22166,83.52895,66.37012,420.7876,64.68496,88.85834,685.0505,0.4945205,0.6501976,0.0184133,2206.737,2260.445,1015.27,2106.9119,5861,206.1864,848,1083.5485,3285,93.43497,881.8379,479.3518,0.8396464,0.9444556,,,,2640.7632,3724.7075,1.235255,1.627327,0.0111341,0.014903,261.13086,1505.5094,2310.6123,0.124161,0.6740834,0.9670958,0.4346827,0.5347711,24633448,29091156,12079.38,12386.56,8.122458,36.37465,38.82481,12.53,2
Pretoria,Pretoria,South Africa,229,2552.5,3199.5,944.7,1226,36740.8,61240.2,15995.1,20001.7,29259.7,7252.698,7836.121,9145.085,21.17254,23.86599,0.3831849,0.3701077,0.0410834,0.0155763,0.0255277,0.0251159,0.0151684,0.0520045,0.0210232,0.0264172,0.0221894,0.005086,-0.0185153,0.0325844,0.0096626,0.0371914,0.2141012,0.0329991,0.0245581,0.3872091,0.1526214,0.0937755,0.078901,0.0158346,0.186572,0.0332006,0.0156193,0.4291174,0.1543842,0.0902316,0.0749753,0.0158996,0.2485815,0.0117389,0.0385258,0.3645747,0.129688,0.1034191,0.0907604,0.0127115,28.71832,39.91925,8.587073,22.59934,20.57093,9.617694,29.04915,46.02985,0.00428,-0.0081447,0.0178201,0.0038118,0.0281821,0.0441221,0.0223032,0.0164088,0.0375645,0.0149771,0.0699141,0.0130961,0.0228648,0.0265518,0.0247129,0.021477,0.0224865,0.1133658,0.0796043,0.0143218,-0.0876971,0.0544138,0.1208049,0.1073126,0.0432457,-0.1626563,0.0434912,0.0316719,0.0485549,0.0403649,0.0322835,-0.0270464,0.0558268,-0.0214349,0.0854444,0.0251035,0.0000516,0.0053969,0.0306032,0.0083045,0.0603457,-0.0294051,0.1047871,0.029011,0.0282352,0.0497571,0.053589,0.0248495,0.1342857,0.0227381,0.0345238,0.3498809,0.1538095,0.2378571,0.0605952,0.0063095,0.2078303,0.0112561,0.0809135,0.3477162,0.1054649,0.1766721,0.0652529,0.004894,27.68328,24.13768,11.02016,24.26718,28.46094,13.54848,32.1925,60.11667,0.4491321,0.4807688,0.0045483,2811.9,2909.5,1058.1,2951.8716,5956,408.18253,2234,2618.5017,3809,145.1625,922.604,899.9834,0.0251345,0.1273132,2.771839,0.0779621,3.700472,3.95,6.75,0.0014529,0.0022609,0.0019339,0.0038077,,,0,,,0,,,84,11,0.0339531,0.0034998,1.721632,6.467832,7.8,6,3
Qingdao,Qingdao,China,52,8087.7,9053.8,2200.729,2842.56,94016.7,265789.3,20216.1,41685.3,127604.6,2708.263,5154.16,14094.04,18.94159,44.89074,0.3139632,0.2721081,0.1306927,0.1162367,0.0439699,0.0129507,0.0830703,0.1565219,0.1381834,0.0588057,0.1254941,0.1091829,0.0524214,0.0972656,0.0891251,0.0290655,0.1106358,0.1511635,0.0534073,0.1094818,0.3383173,0.1183568,0.0910108,0.0276268,0.1040586,0.2087032,0.064625,0.0883781,0.2966842,0.1203493,0.0846348,0.0325667,0.1043222,0.1265537,0.0573166,0.1155997,0.363852,0.1575854,0.0581639,0.0166065,45.47784,37.98695,9.447352,9.480309,15.44626,37.03522,55.32321,13.77149,0.0662165,0.0579479,0.0306965,0.094681,0.0996647,0.1392595,0.0869589,0.0635607,0.0739098,0.0324266,0.0506699,0.0874913,0.081765,0.0741621,0.0715499,0.0587673,0.0930417,0.0776191,0.2158641,0.0093598,0.1473699,0.2220679,0.0632944,0.1200611,0.0896385,0.1063611,0.1018074,0.1257605,0.100542,0.0997884,0.0242683,0.056805,0.0586803,0.0317847,0.0862543,0.0495993,0.0403642,0.0086005,0.0126612,0.0145537,0.1287824,0.0915745,0.1195986,0.1489764,0.1440518,0.1490577,0.1007212,0.0790394,0.0515235,0.0903512,0.0759628,0.2315912,0.3952603,0.0710961,0.0380872,0.0461278,0.0635563,0.075762,0.1378015,0.2510472,0.3752709,0.0423949,0.0241225,0.0300448,73.19504,74.4881,18.54769,20.53357,43.23577,165.7546,107.5214,24.64753,0.6940808,0.6528918,-0.0040702,8599.1,8803.8,2317.7,8354.9541,24322,1019.4945,3489,3757.1521,12039,118.5583,922.8119,426.7648,1.162343,1.223747,2.99242,0.0759348,5.085671,2.2833333,4.6166668,0.0002735,0.0005197,0.0001143,0.0000624,,0,0,,0,0,,,9120527,30738468,1146.991,3410.611,1.370708,18.57075,10.1,,1
Rio de Janeiro,Rio de Janeiro,Brazil,67,11551.7,12171.7,4989,5579.1,171162.6,233237.9,113383.5,115832.9,136249.5,10212.98,10027.35,11193.96,23.21766,24.42141,0.4583665,0.4318845,0.0123228,0.0061331,0.0142096,0.006152,-0.0018604,0.0139332,0.00635,0.0176831,0.0417464,0.0361364,0.015013,0.0040937,-0.0004666,0.0076429,0.3455128,0.0601437,0.0269323,0.2843508,0.0555744,0.1555659,0.0576152,0.0143048,0.3141939,0.0624083,0.0394373,0.2676573,0.0820235,0.1571427,0.0548921,0.0222449,0.3702452,0.0553227,0.0327095,0.2630517,0.0471515,0.1555552,0.0583741,0.01759,34.87272,90.69889,6.600052,17.75343,9.862551,11.9767,18.76283,216.0635,0.0011852,-0.0270925,0.0003154,-0.007002,-0.0216617,-0.0005468,-0.001549,-0.0730792,0.0143302,0.0000863,-0.0176373,0.0083251,-0.0214876,0.0077,0.0079824,-0.0233462,0.0000321,0.2838758,0.2754923,0.0214141,0.1989697,-0.0016738,0.0055739,0.2870359,0.0207871,-0.0232841,0.0151053,0.0033427,-0.0158323,0.0070222,0.0193642,-0.0066049,0.0224555,0.0323934,-0.0003372,0.0184861,-0.0025584,0.0123941,0.0182631,0.0753895,0.0236673,0.0044233,-0.0000219,0.0113548,-0.0241646,0.0118405,0.0166858,-0.0031991,0.1722962,0.0137988,0.0877982,0.2984562,0.1245653,0.2530953,0.0482181,0.0017719,0.1945475,0.0180137,0.0706924,0.3179007,0.0970049,0.2463838,0.0511911,0.0042659,38.16446,61.58806,9.278905,16.59376,9.747598,12.66099,22.86765,82.68908,0.5135178,0.5310935,0.0022461,11835.6,11951.6,5222.9,17032.582,22937,2416.311,3399,11937.277,12478,204.1562,1399.359,998.8016,0.4010382,0.4268398,3.329619,0.0696646,4.797401,227.37517,371.8241,0.0194323,0.0309557,0.118464,0.12028,0,114.22163,220.69034,0,0.0096002,0.0181314,0.8886452,0.9321238,14702660,38223920,1281.68,3154.674,1.749233,14.50432,12,0.7,3
Riverside,"Riverside-San Bernardino-Ontario, CA",USA,87,3875.709,4489.159,1289.65,1387.24,127415.5,167864.2,102513.6,140937.1,151180.8,31282.54,36364.21,33676.86,109.2832,108.9796,0.30902,0.332752,0.026237,0.0049288,0.0188649,0.0212037,0.0072357,0.0532963,0.0212829,0.0358433,-0.0319411,-0.0471461,-0.0374432,0.0245607,0.0132021,0.0287437,0.2473953,0.011619,0.1012874,0.2973805,0.0983003,0.1863744,0.0419805,0.0156626,0.2143515,0.0148736,0.0965935,0.3299407,0.1054421,0.1781372,0.040787,0.0198742,0.2604485,0.0098538,0.0563556,0.321352,0.0871084,0.1964382,0.0538913,0.0145522,317.9086,75.04147,116.4587,79.51141,115.107,81.94474,106.9894,415.6142,0.0225354,0.0278703,-0.0153899,0.0001121,0.0273428,0.0057986,-0.0097311,-0.0066591,0.0358392,-0.0050175,0.0128449,0.0165436,0.022716,0.0281159,0.0268629,0.0135908,-0.0371824,0.0488313,-0.1740607,0.0051645,-0.0583333,-0.0392361,-0.0330308,0.0178279,0.0231804,0.0159331,0.0539362,0.0129995,0.0089869,0.0415723,0.0647416,-0.0334267,0.0155039,-0.0298003,0.0042809,0.0230761,-0.014913,0.0257479,0.0544684,0.0106435,0.0383887,-0.0027605,-0.0111748,0.0231908,0.0120221,0.0316959,0.0442072,0.0039135,0.0784753,0.0278027,0.0762714,0.4191203,0.114283,0.2400725,0.0395955,0.0043794,0.0746807,0.013343,0.0614385,0.445871,0.068921,0.2655849,0.0662827,0.0038782,380.0657,80.48136,99.96339,78.54471,137.7379,80.60606,88.60609,408.9257,0.3754542,0.411302,0.0060979,4160.685,4301.633,1220.62,3582.5652,5917,198.38812,1083,3040.95,2344,47.6816,798.0482,706.9292,0.128894,0.1781072,7.688881,0.1655852,9.71589,773.55182,759.79126,0.190186,0.1747819,0.0032615,0.00304,43.064095,113.49442,193.83667,0.0108025,0.0267312,0.0431788,0.6152999,0.707896,16134469,11309784,4296.102,2547.986,6.728889,40.5307,23.75322,21.43,6
