metro,metro2,country,rank_300,gmm14_2005_pop,gmm14_2015_pop,tot_emp2005,tot_emp2015,gmm14_2005_nomgdp,gmm14_2015_nomgdp,gmm14_2000_realgdp,gmm14_2005_realgdp,gmm14_2015_realgdp,gdp_pc_real2000,gdp_pc_real2005,gdp_pc_real2015,productivity2005,productivity2015,share_population_laborforce15,share_population_laborforce05,compound_growth_realgdp15,compound_growth_real_gdp_pc15,compound_growth_emp15,compound_growth_pop15,compound_growth_producti_15,comp_growth_realgdp00_07,comp_growth_real_gdp_pc00_07,comp_growth_emp00_07,comp_growth_realgdp08_10,comp_growth_real_gdp_pc08_10,comp_growth_emp08_10,comp_growth_realgdp10_15,comp_growth_real_gdp_pc10_15,comp_growth_emp10_15,share_rgva2005business,share_rgva2005commodities,share_rgva2005construction,share_rgva2005local,share_rgva2005manufacturing,share_rgva2005trade,share_rgva2005transportation,share_rgva2005utilities,share_rgva2000business,share_rgva2000commodities,share_rgva2000construction,share_rgva2000local,share_rgva2000manufacturing,share_rgva2000trade,share_rgva2000transportation,share_rgva2000utilities,share_rgva2015business,share_rgva2015commodities,share_rgva2015construction,share_rgva2015local,share_rgva2015manufacturing,share_rgva2015trade,share_rgva2015transportation,share_rgva2015utilities,sector_prod2005business,sector_prod2005commodities,sector_prod2005construction,sector_prod2005local,sector_prod2005manufacturing,sector_prod2005trade,sector_prod2005transportation,sector_prod2005utilities,sec_gr_prod_0015business,sec_gr_prod_0015commodities,sec_gr_prod_0015construction,sec_gr_prod_0015local,sec_gr_prod_0015manufacturing,sec_gr_prod_0015trade,sec_gr_prod_0015transportation,sec_gr_prod_0015utilities,rgva_growth0007business,rgva_growth0007commodities,rgva_growth0007construction,rgva_growth0007local,rgva_growth0007manufacturing,rgva_growth0007trade,rgva_growth0007transportation,rgva_growth0007utilities,rgva_growth0810business,rgva_growth0810commodities,rgva_growth0810construction,rgva_growth0810local,rgva_growth0810manufacturing,rgva_growth0810trade,rgva_growth0810transportation,rgva_growth0810utilities,rgva_growth1015business,rgva_growth1015commodities,rgva_growth1015construction,rgva_growth1015local,rgva_growth1015manufacturing,rgva_growth1015trade,rgva_growth1015transportation,rgva_growth1015utilities,sec_gr_emp_0015business,sec_gr_emp_0015commodities,sec_gr_emp_0015construction,sec_gr_emp_0015local,sec_gr_emp_0015manufacturing,sec_gr_emp_0015trade,sec_gr_emp_0015transportation,sec_gr_emp_0015utilities,sec_gr_gdp_0015business,sec_gr_gdp_0015commodities,sec_gr_gdp_0015construction,sec_gr_gdp_0015local,sec_gr_gdp_0015manufacturing,sec_gr_gdp_0015trade,sec_gr_gdp_0015transportation,sec_gr_gdp_0015utilities,share_emp2000business,share_emp2000commodities,share_emp2000construction,share_emp2000local,share_emp2000manufacturing,share_emp2000trade,share_emp2000transportation,share_emp2000utilities,share_emp2015business,share_emp2015commodities,share_emp2015construction,share_emp2015local,share_emp2015manufacturing,share_emp2015trade,share_emp2015transportation,share_emp2015utilities,sector_prod2015business,sector_prod2015commodities,sector_prod2015construction,sector_prod2015local,sector_prod2015manufacturing,sector_prod2015trade,sector_prod2015transportation,sector_prod2015utilities,share_tradable2000,share_tradable2015,growth_tradable0015,gmm14_2009_pop,gmm14_2011_pop,tot_emp2009,fdi_stockvalue15,fdi_stockjobs15,fdi_stockvalue09,fdi_stockjobs09,fdi_stockvalue11,fdi_stockjobs11,fdipc09,fdipc15,fdipc11,fdipc_gr11_15,stock_gr_11_15,mean_citation_score09,share_top10publications_1013,mean_citation_score13,patent07,patent12,patentspc07,patentspc12,share_national_patents07,share_national_patents12,stockvc06,stockvc10,stockvc15,vcpc06,vcpc10,vcpc15,vcpc_gr,stock_vc_gr10_15,pass04,pass15,passengerspc04,passengerspc15,down08,down15,sharepop_tertiaryeducation,share_foreignborn_15,label_cluster
Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",USA,51,3199.046,3524.583,1850.73,1960.79,170506.6,227417.3,162960.5,186463.3,206339.7,53527.51,58287.17,58543.01,100.7512,105.2329,0.5563183,0.5785256,0.0158588,0.0059889,0.004511,0.0098112,0.0112968,0.0191618,0.008825,0.0037328,-0.0035277,-0.0115752,-0.0243047,0.021976,0.0119604,0.0192502,0.3942143,0.0052001,0.0547273,0.2258735,0.1238134,0.1525263,0.0304279,0.0132172,0.3813547,0.004053,0.0626805,0.2360182,0.11341,0.1483597,0.0352369,0.018887,0.4050984,0.0050969,0.0411824,0.2329884,0.1320148,0.1463933,0.0234068,0.013819,210.2769,53.52345,116.6212,60.44347,110.3893,67.72759,93.19005,334.6567,0.0139286,0.0484048,-0.0090336,-0.0003744,0.0402064,0.0104319,-0.0033604,-0.0030316,0.0114811,0.0140878,-0.0119691,0.0063511,0.0119268,0.0090825,-0.0044069,-0.0150044,0.0074641,0.0357092,-0.0973688,0.0042537,0.0026941,-0.0274044,-0.048925,0.0288177,0.0192388,-0.0142924,0.0620855,0.0154523,0.0330328,0.0270198,0.0017881,0.0055402,0.0046339,-0.0174087,-0.0044889,0.0140397,-0.0147533,0.0031666,-0.0094314,-0.0033578,0.018627,0.0301534,-0.0134819,0.0136601,0.0248599,0.0136316,-0.0127601,-0.0063793,0.195348,0.0112616,0.0438951,0.3529065,0.1324163,0.2225526,0.037184,0.0044359,0.1957068,0.0080886,0.0383519,0.4065963,0.0990366,0.2181264,0.0301511,0.0039423,217.8243,66.31147,112.9996,60.30074,140.2744,70.62602,81.69402,368.8745,0.5340546,0.5656169,0.0038353,3330.508,3389.626,1790.62,1545.098,6929,138.18544,537,584.51459,2207,41.4908,438.3775,172.4422,1.542171,1.643387,7.962033,0.1658519,9.066195,9045.9375,8197.6709,2.766669,2.394704,0.0381398,0.0327999,542.82642,2761.7393,3789.8542,0.1678308,0.8231155,1.075263,0.3063333,0.3722709,50840404,49663344,16028.37,14207.16,8.411839,25.47022,43.29288,9.67,2
Monterrey,Monterrey,Mexico,110,3749.9,4403.9,1599.2,1945.8,89162.2,140512,46164.5,50827.5,72312.7,13406.27,13554.36,16420.15,31.78308,37.16348,0.4418357,0.4264647,0.0303713,0.0136109,0.021961,0.0165354,0.0082296,0.0346062,0.0169067,0.0304335,0.0114707,-0.0054252,0.0105722,0.0339816,0.0188024,0.013892,0.2413668,0.0138966,0.0945271,0.0936859,0.2373989,0.1899922,0.1125429,0.0165896,0.2433926,0.0223396,0.0775355,0.1020582,0.2470821,0.1916659,0.0997572,0.0161689,0.2576022,0.009691,0.0881315,0.0830341,0.2353486,0.1925518,0.1091743,0.0244666,70.88448,70.29592,37.01422,12.36172,30.12183,22.87154,50.08169,186.9091,-0.0219866,-0.0128451,0.0237739,-0.0056455,0.0168794,0.0038412,0.0269101,-0.0054749,0.0159945,-0.0262115,0.0439742,0.0055768,0.0097037,0.0154131,0.0236866,0.0156807,0.0260252,0.1197872,-0.0351801,-0.0141322,0.0258878,-0.0100366,0.0007156,0.1490828,0.0296742,-0.0309713,0.0073258,0.0277502,0.037318,0.0507762,0.0385531,0.0632348,0.0575832,-0.0126965,0.0151288,0.0221215,0.0100397,0.026798,0.0094756,0.065108,0.0343305,-0.0253786,0.0392624,0.0163511,0.0270885,0.0307422,0.0366407,0.0592767,0.0748203,0.0061223,0.0884887,0.2285185,0.2910942,0.2359935,0.0726134,0.0023493,0.1250899,0.0036489,0.0800185,0.2290575,0.2441155,0.2533148,0.0603865,0.0043684,74.55753,96.15493,39.8754,13.1243,34.90442,27.52019,65.45532,202.7765,0.6125715,0.6118161,-0.0000823,4023.1,4153.9,1779.9,9672.876,43473,2040.6838,7412,4574.3335,18527,507.2416,2196.434,1101.214,0.9945565,1.114598,,,,122.02857,128.76852,0.0314053,0.0305428,0.1449398,0.1274094,,69.665115,69.665115,,0.017033,0.015819,-0.0712777,0,5973944,9956207,1616.327,2293.37,1.431817,16.74977,22.8,0.6,3
Montreal,Montreal,Canada,86,3651.8,4057.8,1829.9,2038.7,113468.3,157733.7,122017.6,132159.2,153208.7,34915.04,36190.15,37756.59,72.22209,75.1502,0.5024151,0.5010954,0.0152915,0.0052298,0.0123409,0.0100093,0.0029146,0.0172944,0.0085926,0.0168228,0.0100856,-0.0018312,0.0110483,0.017276,0.0059509,0.0088639,0.2537194,0.0041108,0.0569226,0.3049755,0.1707442,0.1332879,0.0422176,0.034022,0.2374818,0.0050971,0.0432538,0.296628,0.2065191,0.121657,0.0431811,0.0461822,0.2894967,0.0051363,0.0538642,0.30077,0.133347,0.1407617,0.0462306,0.0303935,116.8465,59.62353,86.63828,56.31107,72.48692,39.48198,61.81473,295.3803,0.0028616,0.0275784,-0.0052429,0.0001544,0.0078878,0.0066509,0.0057201,0.012163,0.0147171,0.0103347,0.0247594,0.0087868,-0.0119849,0.0179879,0.0068098,-0.0040077,0.0295955,-0.1870459,0.0041271,0.015442,-0.0081768,-0.0043374,-0.0153258,0.0249141,0.0276043,0.0743606,-0.0026083,0.0120252,0.0094353,0.0195483,0.0424434,-0.0143362,0.0254753,-0.0118129,0.0353012,0.0157023,-0.0219643,0.0180667,0.0137494,-0.0248563,0.0284098,0.0154397,0.0298732,0.0158591,-0.0142498,0.0248378,0.0195481,-0.0129956,0.1360769,0.005778,0.034373,0.3565238,0.1870762,0.2181475,0.0526502,0.0093744,0.1651052,0.0040222,0.0481189,0.3746996,0.1115417,0.2374062,0.0537597,0.0053465,122.5707,89.2683,78.25076,56.11192,83.56992,41.44732,60.11405,397.3853,0.4922791,0.4742106,-0.0024899,3791.3,3880.9,1891.1,9873.9346,18857,1130.438,2678,2397.554,5783,298.1663,2433.322,617.783,2.938797,3.118337,6.650744,0.1331307,7.722687,2094.3677,2129.5396,0.5643218,0.5417711,0.1564358,0.1437092,360.59326,1960.4834,2427.5627,0.097974,0.510955,0.598246,0.1708389,0.238247,13827376,19934948,3814.554,4956.477,4.571094,18.90094,32.2,25.9,7
Moscow,Moscow,Russia,10,11108.5,12193.5,6004.1,7074.2,536982.5,749685.7,170796.8,245722.3,280344.5,16618.19,22120.21,22991.31,40.92575,39.62915,0.5801616,0.5404961,0.0335881,0.0218771,0.0212613,0.0114603,0.0120702,0.0807094,0.0650782,0.029443,-0.0610975,-0.07106,0.0011933,0.0018192,-0.0060834,0.0195269,0.3169768,0.0004496,0.0423555,0.1541794,0.0958587,0.3020758,0.0551756,0.0329285,0.2816409,0.0006041,0.0429737,0.2042206,0.0963548,0.2496047,0.081534,0.0430671,0.4097573,0.0003834,0.0310304,0.128799,0.1008845,0.2593721,0.0462566,0.0235166,79.27908,6.51923,13.73788,22.16697,27.38469,45.69611,27.17331,111.1702,0.022178,-0.0014298,-0.006795,-0.0172202,0.054311,0.0001156,-0.0047414,-0.0121643,0.0524926,0.0112954,0.0118419,0.0130165,0.0411804,0.0429373,0.0076662,-0.0051496,-0.0576912,-0.0573963,-0.2252015,-0.0240505,-0.0877007,-0.0446349,0.0021122,-0.0315284,0.0222586,0.0007831,0.095159,-0.0216094,0.0518541,-0.0232172,-0.0271252,-0.0144883,0.0376849,0.0050552,0.0192249,0.0207856,-0.015767,0.0370454,0.0008976,0.0058512,0.0606986,0.0036182,0.0122993,0.0032075,0.0376877,0.0371653,-0.003848,-0.0063843,0.1436324,0.0027133,0.1209373,0.2740663,0.1377018,0.2090044,0.0958389,0.0161056,0.1824659,0.0021345,0.1173702,0.272158,0.0791326,0.2630686,0.070849,0.0128212,84.79113,6.781457,9.982416,17.86885,48.13648,37.22714,24.65164,69.25468,0.4601338,0.5572818,0.0128521,11564.3,11829.2,6303.9,18072.471,108796,3205.9644,22106,8977.9375,53146,277.2294,1482.14,758.9641,0.9528458,1.012987,3.612012,0.0800455,5.815861,1992.4468,2535.439,0.1750647,0.2126261,0.5496758,0.5303667,15.388628,2594.7412,3291.6997,0.0013634,0.2213924,0.2699553,0.2193519,0.2686042,24938536,62402240,2288.128,5148.232,8.699847,31.66323,42.2,8.3,4
Mumbai,Mumbai,India,89,19007.7,21798.6,7037,8338.3,88720.5,221191.9,17033.1,23877.1,52335.2,973.1754,1256.18,2400.851,3.393079,6.276483,0.3825154,0.3702184,0.0777053,0.0620499,0.0213363,0.0147407,0.0551915,0.0854979,0.0681013,0.0269945,0.0840262,0.0686171,0.0187393,0.0715302,0.0581358,0.0148797,0.2599433,0.1309009,0.0605492,0.1181621,0.2580405,0.0958559,0.0558298,0.0207183,0.2275856,0.1563899,0.0728657,0.1297252,0.2653753,0.0773599,0.0503761,0.0203223,0.3104106,0.0822624,0.0702246,0.096309,0.2372236,0.1006161,0.0785387,0.024415,25.91995,0.7047979,4.139175,3.950764,7.481482,3.626615,5.37906,38.925,0.0072234,0.0188883,0.0111609,0.0205224,0.038946,0.0760676,0.0676233,0.0578912,0.0490394,0.0249777,0.0289981,0.0209766,0.03848,0.051776,0.0411327,0.0380422,0.0972624,0.0442764,0.0736793,0.0586059,0.0555097,0.0954977,0.2233987,0.082273,0.0789782,0.0155137,0.0783164,0.0540597,0.055396,0.0781532,0.0893266,0.0993441,0.0898248,0.0110422,0.0607355,0.0328802,0.0272036,0.0168733,0.0373746,0.0288865,0.0976969,0.0301391,0.0725743,0.0540774,0.0672091,0.0942245,0.1075253,0.0884501,0.0219753,0.6357531,0.0318189,0.0896296,0.1017119,0.0840658,0.0325432,0.0025021,0.0581773,0.5461305,0.0561385,0.1060888,0.1108379,0.0787211,0.0411115,0.0027943,30.93177,0.8732268,7.251869,5.262831,12.4077,7.409659,11.07497,50.65236,0.6997269,0.7084353,0.0008249,20182.5,20748,7603.7,17823.508,68207,3081.1711,11926,9191.2988,37852,152.6655,817.6447,442.9969,0.8457121,0.9391719,3.010643,0.0801734,4.442573,819.63397,1145.1954,0.0418217,0.054495,0.1576464,0.1339537,129.02805,3510.3843,5225.4736,0.0066836,0.1714909,0.239716,0.3978353,0.488576,4763214,9235294,254.8114,428.6792,1.177945,6.450785,8.2,,3
Munich,Munchen-Augsburg,Germany,48,3570.8,3981.1,2054.6,2372.8,190363.2,265693.4,214313.5,226747.8,267375.4,62584.25,63500.56,67161.19,110.361,112.6835,0.5960162,0.5753893,0.0148569,0.0047165,0.0106095,0.0100927,0.0042028,0.018914,0.0099186,0.0059991,-0.0079384,-0.0138037,0.0064496,0.0258117,0.0117273,0.0181983,0.3922358,0.0034419,0.0350951,0.2185212,0.1793149,0.1200751,0.0336375,0.0176785,0.3882152,0.003981,0.0449304,0.2204427,0.1733604,0.1228056,0.0270064,0.0192583,0.3773295,0.0031189,0.0314741,0.2077487,0.2078834,0.1199231,0.0366464,0.015876,188.2011,21.03303,71.84608,64.43545,113.4955,64.46992,77.16911,194.4541,-0.0020125,0.0165856,-0.0050299,-0.0060627,0.0309743,0.0045083,0.0126737,-0.0105857,0.0089627,0.008635,-0.0138929,0.005578,0.0195143,0.0065559,0.0281788,-0.0084023,-0.0221415,-0.1596528,0.0110674,0.0091288,0.0053999,-0.0468318,0.0000314,0.0794917,0.0257986,0.0161691,0.0076225,0.0108852,0.0423169,0.0335551,0.0198164,-0.0012986,0.0150805,-0.0177117,-0.0038306,0.0171217,-0.0035415,0.0088065,0.0228623,0.0126961,0.0130377,-0.0014198,-0.0088412,0.0109552,0.0273231,0.0133545,0.0358258,0.001976,0.2008492,0.018268,0.0564827,0.3232942,0.1676706,0.1872223,0.0379184,0.0082947,0.2145988,0.0119268,0.0455158,0.3559929,0.1357047,0.1822741,0.0454316,0.0085553,177.578,26.40989,69.83704,58.93761,154.7109,66.4467,81.46475,187.4138,0.592563,0.6249782,0.0035569,3687.8,3757.4,2150.4,4570.1826,13189,1629.8707,3039,2705.6733,6744,441.9629,1147.97,720.0919,0.5941989,0.689111,8.3452,0.1611042,9.580058,7011.5654,7176.6006,1.924298,1.885552,0.084053,0.0783177,239.63213,927.84235,1589.078,0.0663948,0.2497422,0.3991555,0.5982699,0.7126595,32537164,45171500,9170.048,11544.55,8.365823,25.97442,34.1,21.4,7
Nagoya,Nagoya,Japan,22,8873.3,9048.6,4638.1,4643.8,308606.7,377074.7,358754.4,411696.3,421980.7,41489.36,46397.21,46634.92,88.764,90.8697,0.5132065,0.522703,0.0108802,0.0078246,-0.0006427,0.0030319,0.0115303,0.0290488,0.0237368,0.0009418,-0.0261132,-0.0257452,-0.0111286,0.0116861,0.0105004,0.0017404,0.1808241,0.0062552,0.0646758,0.1354998,0.2943685,0.2055961,0.0856788,0.0271016,0.1828398,0.0083212,0.0795135,0.1380619,0.2750662,0.2090324,0.082396,0.024769,0.18124,0.0070999,0.0581006,0.1461613,0.3274393,0.1785298,0.0856053,0.0158238,215.459,15.12414,70.08846,55.17632,109.5269,73.45752,108.7097,397.7153,-0.0069512,0.0063262,-0.0069776,-0.0005663,0.022823,-0.0081136,0.0044613,-0.0350385,0.006976,-0.0112765,-0.0091346,0.0065491,0.0181423,-0.0009303,0.0082025,0.0166555,-0.0192595,-0.081103,-0.0413468,-0.0272031,-0.017203,-0.0259247,-0.0648692,-0.0818506,-0.0010509,0.0290503,0.0267185,0.0124744,0.0140056,-0.0058664,0.0131483,-0.0900417,0.0094501,-0.0137761,-0.0108392,0.0074106,-0.0078995,0.0006474,0.0011128,0.0088504,0.0024332,-0.0075371,-0.0177412,0.00684,0.0147432,-0.0074714,0.005579,-0.0264982,0.0727692,0.0410979,0.0865467,0.2096059,0.2576565,0.2579765,0.068461,0.0058864,0.0846074,0.0337008,0.0742065,0.2364228,0.2309746,0.2630174,0.0702873,0.0067832,191.5482,18.83834,70.01189,55.28099,126.765,60.69584,108.9072,208.5968,0.5486232,0.6013845,0.0061403,9009.7,9004,4605,5823.2964,6380,1276.8375,1464,1565.8344,2148,141.7181,643.5577,173.9043,2.700643,2.718973,5.156084,0.080455,6.120393,9021.2236,16624.652,1.00617,1.844008,0.0849561,0.0991468,,,2.93751,,,0.0003246,,,11622257,14740747,1318.135,1631.083,17.0363,86.93176,34.6,2.1,7
Nanjing,Nanjing,China,55,6977.3,8244.7,1865.071,3480.92,85729,271933.7,19439.8,37188.5,114459.9,3181.376,5329.927,13882.85,19.93945,32.88208,0.4222009,0.2673056,0.1254618,0.1032084,0.0550045,0.0201715,0.066784,0.1429256,0.1119023,0.0501457,0.1230249,0.0946145,0.0971251,0.1032917,0.0968553,0.0327923,0.1382441,0.0641744,0.0563469,0.1149793,0.3499205,0.1465637,0.0987623,0.0310089,0.1376611,0.0863797,0.0780256,0.1010388,0.3175817,0.1398834,0.1081492,0.0312806,0.157854,0.0369298,0.0563089,0.121673,0.4024056,0.1286235,0.0815624,0.0146428,32.68644,40.05399,26.5205,7.312613,19.99004,40.40535,27.49121,17.75495,0.0691599,0.0711252,0.0174359,0.0759408,0.0723044,0.1020183,0.0730382,0.0375057,0.0736699,0.0210348,0.0342068,0.0697828,0.0752601,0.0671926,0.0476044,0.0503209,0.1278052,0.0788898,0.1698371,0.0992542,0.1347916,0.1192196,0.1061972,0.0890336,0.098667,0.0634938,0.1183453,0.1388807,0.1141362,0.0656939,0.096594,0.0659921,0.0615657,-0.0078348,0.0816219,0.0583239,0.0655219,0.0148644,0.0285905,0.0305269,0.1349834,0.0627332,0.100481,0.1386939,0.1425638,0.1183992,0.1037169,0.0691775,0.087256,0.0383467,0.0547646,0.2828932,0.3301952,0.098163,0.0711825,0.0371986,0.0957599,0.0152642,0.0795825,0.2965426,0.3831703,0.0548597,0.0486627,0.0261579,54.1324,79.44905,23.23511,13.47389,34.48719,76.99316,55.04008,18.38262,0.6497717,0.6787518,0.0029132,7802.6,8088.1,2772.014,11427.604,37429,1581.7501,7060,5313.0601,18758,202.7209,1386.055,656.8984,1.109998,1.150852,3.403896,0.0847738,5.320564,747.11047,3365.2578,0.1008437,0.4123585,0.0373967,0.0455134,,232.50845,384.28143,,0.0290381,0.0466095,0.605113,0.6527632,7237575,27263988,1064.882,3323.053,2.531646,34.48597,22.1,,3
Nantong,Nantong,China,103,7346.8,7356.5,895.8715,1549.44,52400.1,169781.3,13052.9,24219,78016.4,1741.85,3296.537,10605.1,27.03401,50.35135,0.2106219,0.1219404,0.1265884,0.1279771,0.0580853,-0.0012311,0.0647424,0.1394959,0.1425678,0.0755655,0.1349887,0.138651,0.0570807,0.1042192,0.1021129,0.0385105,0.1005249,0.144769,0.0634899,0.0836112,0.3942647,0.1065802,0.0718199,0.0349403,0.1022713,0.2134822,0.077665,0.0750663,0.3161099,0.1039196,0.0803454,0.0311403,0.1162534,0.0709172,0.0676184,0.0896072,0.4832263,0.0947265,0.0600675,0.0175836,40.56133,63.60219,34.64336,9.066448,26.11313,49.97474,34.09292,23.19191,0.0711625,0.0460678,0.0211326,0.0778648,0.0761304,0.1039976,0.0749765,0.0409175,0.0693271,0.0157217,0.0422088,0.0654511,0.083581,0.0628749,0.0433665,0.058436,0.1468397,0.0627616,0.1826146,0.1178232,0.1471775,0.1380962,0.12487,0.1009067,0.1062164,0.037971,0.1180591,0.1467032,0.113852,0.0730219,0.1041334,0.0657121,0.0582917,-0.0016486,0.0905806,0.0551468,0.0744179,0.0118142,0.0254871,0.0394095,0.1336024,0.0443433,0.1136274,0.1373056,0.1562137,0.1170404,0.1023746,0.0819395,0.0771458,0.0690796,0.0589452,0.2502585,0.3549121,0.0866598,0.0630817,0.0399173,0.0773718,0.0288929,0.0927907,0.2400334,0.4465898,0.0443117,0.0394499,0.0305598,75.37266,123.1264,36.55539,18.72674,54.27911,107.2368,76.38082,28.86343,0.7122088,0.7304644,0.0016887,7307.7,7295.8,1211.7,2977.623,12843,49.804985,806,908.25726,4499,6.815412,404.7608,124.4904,2.251341,2.278392,,,,,3.7,,0.000507,,0.00005,,46.338814,46.338814,,0.0063595,0.006299,-0.0095018,0,154970,2049895,21.01659,280.1628,,24.96244,6,,1
New York,"New York-Newark-Jersey City, NY-NJ-PA",USA,2,19227.71,20182.3,8710.11,9424.37,1073051,1492242,1052971,1173123,1331100,55477.91,61012.11,65953.84,134.6852,141.2402,0.466962,0.4529978,0.0157487,0.0115981,0.0048518,0.0041031,0.0108443,0.0205097,0.0185575,0.0025138,0.020924,0.014334,-0.0170008,0.0152511,0.0092304,0.0173748,0.4809748,0.0008554,0.0368319,0.2474088,0.0593659,0.1363908,0.0236685,0.0145039,0.4555666,0.0010126,0.0417886,0.2551068,0.0706402,0.1336273,0.0251722,0.0170857,0.5193887,0.0005683,0.0314221,0.2402296,0.0437676,0.1298849,0.0212628,0.013476,303.0062,60.98117,124.832,75.75907,140.6981,87.28995,95.64977,511.4246,0.0239254,-0.0158244,-0.0106773,-0.0000412,0.0216029,0.003529,0.0063926,-0.0111592,0.0129657,-0.007936,-0.0040078,0.0055663,-0.0004964,0.0103225,0.0062901,0.000111,0.051967,-0.0025762,-0.0482091,0.0047781,-0.0375541,-0.0184744,-0.0173923,0.0316272,0.0213887,-0.0309902,0.0226909,0.0104803,-0.0288356,0.0216133,0.0005089,-0.0145877,-0.0000135,-0.0076376,0.0066387,0.0109848,-0.0376693,0.009518,-0.0027309,0.0103425,0.0239116,-0.0233411,-0.0041095,0.0109431,-0.0168801,0.0130806,0.0036442,-0.0009321,0.2254221,0.0021005,0.0379878,0.414511,0.0747079,0.2056205,0.036225,0.0034252,0.2095938,0.0017412,0.0390137,0.4541247,0.0390573,0.2204179,0.0323343,0.003717,350.0035,46.10055,113.7563,74.71534,158.274,83.22813,92.87874,512.0739,0.5523916,0.5849874,0.0038295,19469.12,19756.4,8653.62,26620.629,96194,4604.5176,12080,11783.215,42299,236.5036,1319.008,596.4253,1.211523,1.259199,9.272552,0.1782806,10.49133,16789.75,15140.717,0.8728246,0.7619203,0.0707895,0.0605798,5227.2891,21012.053,34443.77,0.2722494,1.07254,1.706632,0.5912055,0.6392387,167100000,192000000,8676.57,9556.969,8.663681,43.04864,39.35655,28.53,5
Ningbo,Ningbo,China,64,6735.3,7724,1914.572,4981.78,87082.8,233000,21661.3,41325.1,105532.3,3565.001,6135.6,13662.91,21.58452,21.18365,0.6449741,0.2842593,0.1113394,0.0937017,0.0928308,0.0161266,0.0169364,0.1392106,0.113781,0.1071016,0.0956157,0.0716225,0.1366127,0.0815783,0.078395,0.0415945,0.1490945,0.0613593,0.0678994,0.0799977,0.4359124,0.1022599,0.0704179,0.0330589,0.1062328,0.0923682,0.0648069,0.0605846,0.4122595,0.1400902,0.0710378,0.05262,0.1594389,0.0349751,0.062548,0.0720135,0.4601027,0.1369391,0.0583632,0.0156194,42.14376,249.0616,7.933449,8.473795,23.14753,42.18292,38.52171,21.4358,0.029091,0.0612878,-0.0326005,0.0612959,0.0256258,0.0486281,0.0282376,-0.0132203,0.0929013,0.0206039,0.0619581,0.082516,0.0697079,0.042312,0.056606,0.0176527,0.088701,0.0406386,0.1305609,0.0322197,0.1113961,0.1112563,0.0516671,0.0889078,0.0735741,0.0374968,0.0797273,0.0899821,0.0737547,0.1372561,0.0782396,0.0304991,0.1098959,-0.0181852,0.1464293,0.059613,0.0918684,0.0585226,0.0670796,0.0389491,0.1421839,0.041988,0.1090551,0.1245629,0.1198484,0.1099965,0.0972114,0.0252139,0.0739921,0.0088538,0.1490909,0.23083,0.3356522,0.0964426,0.0588142,0.0463241,0.0933524,0.0017753,0.3057502,0.1452806,0.3312457,0.0597692,0.0411283,0.0216984,36.00559,415.3198,4.312688,10.44979,29.28233,48.30046,29.91573,15.17531,0.6818983,0.7128799,0.0029666,7448.7,7628,3731.457,12372.853,30758,798.23145,1977,7712.2266,19963,107.1639,1601.871,1011.042,0.5843768,0.6043165,,,,0.5,3.95,0.0000703,0.0005171,0.000025,0.0000534,0,0,0,0,0,0,,,4170379,18489430,638.5709,2409.392,1.653955,20.69105,11.4,,3
Orlando,"Orlando-Kissimmee-Sanford, FL",USA,116,1955.794,2387.138,1026.15,1169.07,92051.16,125897.9,79135.2,101699.3,114816.1,47761.29,51998.96,48097.8,99.10759,98.21148,0.4897371,0.5246719,0.025122,0.0004682,0.0160597,0.0246422,0.008919,0.0478047,0.0158608,0.0253427,-0.0308003,-0.0429428,-0.0342406,0.0262127,0.0040997,0.030698,0.3622003,0.005351,0.0915432,0.2622471,0.0416411,0.2025803,0.0242162,0.0102209,0.3294418,0.0073223,0.0815982,0.2965235,0.0473626,0.2007387,0.0268219,0.010191,0.3945351,0.0044012,0.0452281,0.281447,0.0416009,0.1977577,0.0253472,0.0096829,221.358,64.46683,110.6953,66.25757,92.38883,70.78674,94.45225,552.8138,0.0179377,0.0129035,-0.0156931,0.0004012,0.032184,0.0047974,0.010638,0.0057974,0.0300727,-0.0094966,0.0139597,0.0146994,0.0189257,0.0189999,0.0236865,0.0321967,-0.0217934,-0.0238693,-0.1866918,-0.0043214,-0.0396199,-0.0431015,-0.0342508,-0.0158508,0.0263764,0.026961,0.033988,0.0214067,0.0148494,0.0406265,0.0060379,-0.0256076,0.0185667,-0.0223491,0.0006331,0.0204816,-0.0160398,0.0185411,0.009851,0.015077,0.0368374,-0.009734,-0.01507,0.020891,0.015628,0.0234274,0.0205938,0.0209618,0.1515382,0.0118623,0.064917,0.3960307,0.0570957,0.2864669,0.0304489,0.0016403,0.1572447,0.0066549,0.0516051,0.4226864,0.0352759,0.2971422,0.0277742,0.0016167,246.4178,64.95244,86.07509,65.39442,115.8208,65.36292,89.6295,588.2275,0.4109486,0.4658844,0.0083997,2111.917,2176.212,1009.67,2940.2893,6543,186.11884,628,2046.7002,3093,88.12791,1231.722,940.4875,0.3096628,0.4365999,4.371833,0.1230538,6.130074,654.39526,766.00659,0.3179972,0.3440251,0.0027591,0.0030649,114.63596,475.32501,691.39893,0.0567489,0.222032,0.2896351,0.3044745,0.4545814,59979720,67753816,31936.77,29119.77,6.032584,32.16544,34.96596,16.25,6
